20
20
61
down
0
3,15,down;
000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;
000000;011000;010000;010000;010000;011000;010000;010100;010000;010100;011000;010100;010000;010100;010000;011100;010000;010100;011000;000000;
000000;010000;000000;000000;000000;010000;000000;000000;000000;000000;010100;000000;000000;000000;000000;010000;000000;000000;010000;000000;
000000;010100;000000;000000;000000;010000;000000;000000;000000;000000;010000;000000;000000;000000;000000;010110;000000;000000;010000;000000;
000000;010000;000000;000000;000000;010000;000000;000000;000000;000000;010100;000000;000000;000000;000000;010000;000000;000000;010000;000000;
000000;010100;000000;000000;000000;010000;000000;000000;000000;000000;010000;000000;000000;000000;000000;010100;000000;000000;010000;000000;
000000;011000;010000;010000;010000;011000;010000;010000;010000;010000;011000;010000;010100;010000;010100;011000;010100;010000;011000;000000;
000000;010000;000000;000000;000000;010000;000000;000000;000000;000000;010000;000000;000000;000000;000000;010100;000000;000000;010000;000000;
000000;010000;000000;000000;000000;010000;000000;000000;000000;000000;010000;000000;000000;000000;000000;010000;000000;000000;010000;000000;
000000;010000;000000;000000;000000;010000;000000;000000;000000;000000;010000;000000;000000;000000;000000;010100;000000;000000;010000;000000;
000000;010000;000000;000000;000000;010000;000000;000000;000000;000000;010000;000000;000000;000000;000000;010000;000000;000000;010000;000000;
000000;010000;000000;000000;000000;010000;000000;000000;000000;000000;010000;000000;000000;000000;000000;010100;000000;000000;010000;000000;
000000;011000;010100;010000;010100;011000;010100;010000;010100;010000;011000;010000;010000;010000;010000;011000;010000;010000;011000;000000;
000000;010000;000000;000000;000000;010000;000000;000000;000000;000000;010000;000000;000000;000000;000000;010100;000000;000000;010000;000000;
000000;010000;000000;000000;000000;010000;000000;000000;000000;000000;010100;000000;000000;000000;000000;010000;000000;000000;010000;000000;
000000;010000;000000;000000;000000;010000;000000;000000;000000;000000;010000;000000;000000;000000;000000;010100;000000;000000;110000;000000;
000000;010000;000000;000000;000000;010000;000000;000000;000000;000000;010100;000000;000000;000000;000000;010000;000000;000000;010100;000000;
000000;010000;000000;000000;000000;010000;000000;000000;000000;000000;010000;000000;000000;000000;000000;010100;000000;000000;010000;000000;
000000;011000;010000;010000;010000;011000;010000;010000;010000;010000;011000;010000;010000;010000;010000;011000;010100;010000;011100;000000;
000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;000000;
